Course,Link,GMAT,IELTS,Degree
medicine,https://warwick.ac.uk/study/postgraduate/courses/medicine,,,"To apply, you should have, or be predicted to gain, a minimum of an upper second class honours (2:i) degree (or overseas equivalent) in any subject.Candidates with a lower second class degree should hold either a Masters or a Doctoral qualification to be considered for entry to the MB ChB. More information about our academic qualification requirements can be found on the Graduating students will receive a Bachelors of Medicine and Surgery. The final degree is unclassified. Awards of ‘with honours’ are based on a criteria determined by the Board of Examiners.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
mdmedicine,https://warwick.ac.uk/study/postgraduate/courses/mdmedicine,,Overall IELTS (Academic) score of 7.0 and component scores.,Find out more about our MD Doctor of Medicine research degree.Find out more about our MD Doctor of Medicine research degree.This research degree is on a par academically with a PhD and is only open to people who hold a degree entitling them to any form of registration with the General Medical Council of the United Kingdom.2:i undergraduate degree or Master’s degree.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
mentalhealthwellbeing,https://warwick.ac.uk/study/postgraduate/courses/mentalhealthwellbeing,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our Mental Health and Wellbeing taught Master's degree.Explore our Mental Health and Wellbeing taught Master's degree.Skills from this degreeRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
modellingheterogeneoussystemsphd,https://warwick.ac.uk/study/postgraduate/courses/modellingheterogeneoussystemsphd,,Overall IELTS (Academic) score of 6.5 and component scores. ,"2:i honours degree at BSc or an integrated Master’s degree (e.g. MPhys, MChem, MSci, MEng etc.) in a physical sciences, mathematics or engineering discipline.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
modernhistory,https://warwick.ac.uk/study/postgraduate/courses/modernhistory,,"IELTS overall score of 7.5, minimum component scores of two at 6.5/7.0 and the rest at 7.5 or above.",Explore our Modern History taught Master's degree.Explore our Modern History taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
molecularanalyticalscience,https://warwick.ac.uk/study/postgraduate/courses/molecularanalyticalscience,,"IELTS overall score of 6.5, minimum component scores not below 6.0","Explore our Molecular Analytical Science taught Master's degree.Explore our Molecular Analytical Science taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject, subject to interview.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
mscresearchwms,https://warwick.ac.uk/study/postgraduate/courses/mscresearchwms,,"IELTS overall score of 6.5, minimum component scores not below 6.0.","Find out more about our Master's by Research degree.Find out more about our Master's by Research degree.For professionals working in a clinical setting, this degree can provide the support you need to: 2:i undergraduate degree or Master’s degreeRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
mscresearchwmg,https://warwick.ac.uk/study/postgraduate/courses/mscresearchwmg,,"IELTS overall score of 6.5, minimum component scores not below 6.0.","Find out more about our WMG Master's by Research degree.A Master’s by Research degree allows you to focus on independent research rather than being taught. Your independent research will normally develop your existing knowledge of a subject and focuses on training researchers for a professional career or preparation for a PhD.Find out more about our WMG Master's by Research degree.2:i undergraduate degree (or equivalent) in Engineering, Computer Science, Chemistry, Physics, Maths or a relevant subject.Robe hire for your degree ceremonyOur Postgraduate Research degrees"
engd,https://warwick.ac.uk/study/postgraduate/courses/engd,,"
             IELTS overall score of 6.5, minimum component scores not below 6.0"," Prospective students have to apply to the CDT directly initially, and if accepted they can apply to be admitted to the EngD degree at the relevant University. The EngD requires students to attend training events as part of the CDT. These vary from year to year, but the EngD degree requires students to pass these  2:i undergraduate degree in a related subject or Master’s degree at merit level (or equivalent)"
openphd,https://warwick.ac.uk/study/postgraduate/courses/openphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Find out more about this Open PhD research degree.Find out more about this Open PhD research degree.2:i undergraduate degree (or equivalent) in a relevant subject or a good Master’s degree (or equivalent) in a relevant subject. Supported by a good research proposal (2500 words).Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
phdwms,https://warwick.ac.uk/study/postgraduate/courses/phdwms,,"IELTS overall score of 6.5, minimum component scores not below 6.0.",2:i undergraduate degree or Master’s degree.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
phdpublishedwms,https://warwick.ac.uk/study/postgraduate/courses/phdpublishedwms,,"IELTS overall score of 6.5, minimum component scores not below 6.0.",2:i undergraduate degree or Master’s degree.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
philosophyma,https://warwick.ac.uk/study/postgraduate/courses/philosophyma,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our Philosophy taught Master's degree.Explore our Philosophy taught Master's degree.2:i undergraduate degree (or equivalent) in Philosophy or a related subject with a significant philosophical component.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
philosophymphil,https://warwick.ac.uk/study/postgraduate/courses/philosophymphil,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","A first-class honours degree (or equivalent) in Philosophy or with a significant Philosophy component; two writing samples of 2,500 words; a strong statement of purpose.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
philosophyphd,https://warwick.ac.uk/study/postgraduate/courses/philosophyphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","A Master’s level degree in Philosophy or a Master’s degree (or equivalent) with a significant Philosophy component; a writing sample of 2,500 words; a strong research proposal.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
philosophylitphd,https://warwick.ac.uk/study/postgraduate/courses/philosophylitphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","The Warwick PhD in Philosophy and Literature is aimed at outstanding students who wish to pursue advanced research and ultimately to become professional researchers in, and/or teachers of, philosophy. The Philosophy and Literature degree is for candidates whose research projects combine philosophical and literary concerns. The combination can be achieved in a number of ways, as aspects of literature can be treated as topics of philosophical inquiry, or a more combined and interdisciplinary approach can be taken. A Master’s level degree in Philosophy or a Master’s degree (or equivalent) with a significant Philosophy component; a writing sample of 2,500 words; a strong research proposal.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
philosophythearts,https://warwick.ac.uk/study/postgraduate/courses/philosophythearts,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Explore our Philosophy of the Arts taught Master's degree.Philosophy and the Arts is an interdisciplinary degree, allowing you to combine philosophy with any or all of the three arts disciplines. This MA is designed for students to take advantage of Warwick's strengths across Philosophy, English, History of Art and Film and Television Studies.Explore our Philosophy of the Arts taught Master's degree.This degree is designed to take advantage of our strengths across Philosophy, English and Comparative Literary Studies, History of Art, and Film and Television Studies. Warwick has excellent research strength in all of these areas, and it also has considerable scholarly interaction across these fields, especially through the programming of the Centre for Research in Philosophy, Literature and the Arts.2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
physicsmsc,https://warwick.ac.uk/study/postgraduate/courses/physicsmsc,,"IELTS overall score of 6.5, minimum component scores not below 6.0.","Find out more about our Physics Master's by Research degree.Find out more about our Physics Master's by Research degree. degree.2:ii honours degree at BSc, MSci or MPhysRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
physicsphd,https://warwick.ac.uk/study/postgraduate/courses/physicsphd,,"IELTS overall score of 6.5, minimum component scores not below 6.0.",2:i undergraduate degree (or equivalent) in Physics or a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
politicallegaltheory,https://warwick.ac.uk/study/postgraduate/courses/politicallegaltheory,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our Political and Legal Theory taught Master's degree.Explore our Political and Legal Theory taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
paisphd,https://warwick.ac.uk/study/postgraduate/courses/paisphd,,"You will also need to meet PAIS’s English language requirements (IELTS 7.0); however, if you only plan to stay for a short period, a test waiver may be available. In that case, please email IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",A Master’s degree (or equivalent) with a minimum degree classification of merit/2:i in a relevant subject area; a strong research proposal; explicit support from potential PAIS supervisor(s).Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
politicsquantitativemethods,https://warwick.ac.uk/study/postgraduate/courses/politicsquantitativemethods,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Explore our Politics, Big Data and Quantitative Methods taught Master's degree.Explore our Politics, Big Data and Quantitative Methods taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
polymerchemistry,https://warwick.ac.uk/study/postgraduate/courses/polymerchemistry,,"IELTS overall score of 6.5, minimum component scores not below 6.0.","Explore our Polymer Chemistry taught Master's degree.Explore our Polymer Chemistry taught Master's degree. accredited degree course delivers a thorough knowledge and understanding of the world of polymer chemistry, taught by our academics and industrial experts. You will be immersed in a research-led environment where you can learn about the synthesis and characterisation of polymers as well as their physical properties.2:ii undergraduate degree (or equivalent) in Chemistry or a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
polymerscience,https://warwick.ac.uk/study/postgraduate/courses/polymerscience,,"IELTS overall score of 6.5, minimum component scores not below 6.0.","Explore our Polymer Science taught Master's degree.Explore our Polymer Science taught Master's degree.2:ii undergraduate degree (or equivalent) in Chemistry, Materials Science or a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
pgceprimary,https://warwick.ac.uk/study/postgraduate/courses/pgceprimary,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","2:ii undergraduate degree (or equivalent). At least Grade C in GCSE English Language, Mathematics and Science (or equivalent).Upon completing one of our courses, you will be recommended for Qualified Teacher Status (QTS) and will gain 90 credits at Master’s level. This allows you to fast-track to stage two of CTE’s Master’s degree, quickly progressing your professional development.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
pgcesecondary,https://warwick.ac.uk/study/postgraduate/courses/pgcesecondary,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","^2:ii undergraduate degree (or equivalent) in a relevant discipline2:ii undergraduate degree (or equivalent) in a relevant discipline (please see the subjects listed in the 'Modules' tab).Upon completing one of our courses, you will be recommended for Qualified Teacher Status (QTS) and will gain 90 credits at Master’s level. This allows you to fast-track to stage two of CTE’s Master’s degree, quickly progressing your professional development.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
pgcei,https://warwick.ac.uk/study/postgraduate/courses/pgcei,,"Your spoken and written English must be of an adequate standard for postgraduate study. If English is not your first language, you will need a minimum score of 6.5 or equivalent under the International English Language Testing System (IELTS), with no less than 6.0 in any element. Please see their website for details.Overall IELTS (Academic or UKVI) score of 6.5 and component scores.","You must hold an approved Bachelor’s degree with Honours at 2:ii or above, (or) equivalent level.Upon completing one of our courses, you will gain 90 credits at Master’s level. This allows you to fast-track to stage two of CTE’s Master’s degree, quickly progressing your professional development.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
professionaleducation,https://warwick.ac.uk/study/postgraduate/courses/professionaleducation,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Explore our Professional Education taught Master's degree.Explore our Professional Education taught Master's degree.You must hold a UK PGCE (completed in the last 5 years) and also a UK Bachelors degree with Honours at 2:ii or above, or equivalent level. Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
projectmanagement,https://warwick.ac.uk/study/postgraduate/courses/projectmanagement,,"IELTS overall score of 6.5, minimum component scores not below 6.0","Explore our Programme and Project Management taught Master's degree.Explore our Programme and Project Management taught Master's degree.undergraduate degree (or equivalent).We are making some exciting changes to our Programme and Project Management (MSc) degree for 2022 entry. Our core and optional modules are currently undergoing approval through the University's rigorous academic processes. As changes are confirmed, we will update the course information on this webpage. It is therefore very important that you check this webpage for the latest information before you apply and prior to accepting an offer.Our Postgraduate Research degreesRobe hire for your degree ceremony"
psychologicalresearch,https://warwick.ac.uk/study/postgraduate/courses/psychologicalresearch,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our Psychological Research taught Master's degree.Explore our Psychological Research taught Master's degree.Skills from this degreeAt least a 2.i undergraduate degree or equivalent in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
psychologymphilphd,https://warwick.ac.uk/study/postgraduate/courses/psychologymphilphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Our postgraduate research degree (MPhil/PhD) in Psychology is awarded for a thesis reporting original research by a student under the supervision of, typically, two members of staff. Very occasionally, the department is also able to take on a student undertaking a In addition to subject-related knowledge, a Psychology research degree provides valuable transferable skills in data analysis and management, written and oral communication, teamwork and time management. 2:i undergraduate degree (or equivalent) in Psychology or a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
psychologyresearch,https://warwick.ac.uk/study/postgraduate/courses/psychologyresearch,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Find out more about our Psychology MSc by Research degree.Find out more about our Psychology MSc by Research degree.Our MSc by Research in Psychology degree serves as not only excellent preparation for PhD studies but also postgraduate training for a career either as a professional psychologist (e.g., clinical, organisational, or school psychologist) or outside of psychology.In addition to subject-related knowledge, a Psychology research degree provides valuable transferable skills in data analysis and management, written and oral communication, teamwork and time management.2:i undergraduate degree (or equivalent) in Psychology or a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
psychologyeducation,https://warwick.ac.uk/study/postgraduate/courses/psychologyeducation,,"IELTS score to 7 overall, two at 6.0/6.5 & rest 7.0+","Explore our Psychology and Education taught Master's degree.Explore our Psychology and Education taught Master's degree.Skills from this degree2:ii undergraduate degree (or equivalent) in a related subject.The dissertation is an opportunity to explore, in depth, an area of academic and/or professional interest related to your degree. Building on the knowledge and skills developed during the Research Methods module, and your other modules, you will conduct an independent research project, developing a deeper understanding of your chosen topic. From your research project, you will produce a dissertation, with guidance from a supervisor who will be allocated to you. Through the dissertation, you will demonstrate the ability to analyse and synthesise relevant literature, produce coherent arguments supported by relevant evidence and logical discussion, and acknowledge sources of ideas and information.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
psychotherapycounselling,https://warwick.ac.uk/study/postgraduate/courses/psychotherapycounselling,,Overall IELTS (Academic) score of 6.5 and component scores.,Explore our Psychotherapy and Counselling taught Master's degree.Explore our Psychotherapy and Counselling taught Master's degree.Skills from this degreeRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
publichealth,https://warwick.ac.uk/study/postgraduate/courses/publichealth,,International students will be required to show sufficient competence in English (IELTS 6.5 overall with 6.5 in the reading and writing components and no component below 6).,"Warwick Medical School offers a master's in Public Health, an interdisciplinary degree, drawing upon expertise across a wide range of subject areas, to explore the complexity of public health issues in the UK and internationally.Skills from this degreeFirst degree (2:ii) or equivalent qualification, in an appropriate subject. Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
publicpolicy,https://warwick.ac.uk/study/postgraduate/courses/publicpolicy,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our Public Policy taught Master's degree.Explore our Public Policy taught Master's degree.2:i undergraduate degree (or equivalent) in a related subject.Your future awaits - the many things you can do after your degree in the PAIS DepartmentRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
renaissancestudiesresearch,https://warwick.ac.uk/study/postgraduate/courses/renaissancestudiesresearch,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
renaissancestudiesmphilphd,https://warwick.ac.uk/study/postgraduate/courses/renaissancestudiesmphilphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",2:i undergraduate degree and Master’s (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
scientificresearchcommunication,https://warwick.ac.uk/study/postgraduate/courses/scientificresearchcommunication,,"IELTS overall score of 6.5, minimum component scores not below 6.0.",Explore our Scientific Research and Communication taught Master's degree.Explore our Scientific Research and Communication taught Master's degree.2:i undergraduate degree (or equivalent) in a science subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
servicemanagement,https://warwick.ac.uk/study/postgraduate/courses/servicemanagement,,"IELTS overall score of 6.5, minimum component scores not below 6.0","Explore our Service Management and Design taught Master's degree.Explore our Service Management and Design taught Master's degree. undergraduate degree (or equivalent).We are making some exciting changes to our Service Management and Design (MSc) degree for 2022 entry. Our core and optional modules are currently undergoing approval through the University's rigorous academic processes. As changes are confirmed, we will update the course information on this webpage. It is therefore very important that you check this webpage for the latest information before you apply and prior to accepting an offer.Our Postgraduate Research degreesRobe hire for your degree ceremony"
intelligentvehicles,https://warwick.ac.uk/study/postgraduate/courses/intelligentvehicles,,"IELTS overall score of 6.5, minimum component scores not below 6.0","Explore our Smart, Connected and Autonomous Vehicles taught Master's degree.Explore our Smart, Connected and Autonomous Vehicles taught Master's degree.This course is pending accreditation by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council as meeting the requirements for Further Learning for registration as a Chartered Engineer. Candidates must hold a CEng accredited BEng/BSc (Hons) undergraduate first degree to comply with full CEng registration requirements.2:i undergraduate degree (or equivalent) in STEM subjects, particularly Electronics, Electrical Engineering, Control Systems, Computer Science, Communications, Physics, or Mathematics.Our Postgraduate Research degreesRobe hire for your degree ceremony"
socialpoliticalthought,https://warwick.ac.uk/study/postgraduate/courses/socialpoliticalthought,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our Social and Political Thought taught Master's degree.Explore our Social and Political Thought taught Master's degree.Skills from this degree2:i undergraduate degree (or equivalent) in a related subject.Make Your Mark - Careers with a degree in SociologyRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
social-inequalities-and-research-methods,https://warwick.ac.uk/study/postgraduate/courses/social-inequalities-and-research-methods,,"IELTS score of 7.0 with no more than two components at 6.5 or 6.0, or other accepted language test.",Explore our Social Inequalities and Research Methods taught Master's degree.Explore our Social Inequalities and Research Methods taught Master's degree.Skills from this degreeAn upper-second class (2:i) honours degree or equivalent. Make Your Mark - Careers with a degree in SociologyRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
socialpolicyphd,https://warwick.ac.uk/study/postgraduate/courses/socialpolicyphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","2:i undergraduate degree (or equivalent) in a relevant subject; a Master’s level degree in Social Policy, Sociology or other cognate subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
socialworkphd,https://warwick.ac.uk/study/postgraduate/courses/socialworkphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","2:i undergraduate degree (or equivalent) in a relevant subject; a Masters level degree in Social Work, Social Policy, Sociology or other cognate subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
sociology,https://warwick.ac.uk/study/postgraduate/courses/sociology,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",Explore our Sociology taught Master's degree.Explore our Sociology taught Master's degree.Skills from this degree2:1 undergraduate degree (or equivalent) in a related subject.Make Your Mark - Careers with a degree in SociologyRobe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
sociologyphd,https://warwick.ac.uk/study/postgraduate/courses/sociologyphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.",A Master’s degree (or equivalent) in Sociology or a related subject; a strong research proposal.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
statisticsphdmphil,https://warwick.ac.uk/study/postgraduate/courses/statisticsphdmphil,,IELTS 6.5 (with no less than 6.0 in all components).,"2:i undergraduate degree (or equivalent) in Statistics, Mathematics or a science with sufficiently high mathematical content.Robe hire for your degree ceremonyFounded in October 1972, Warwick Statistics is internationally renowned for wide-ranging research and innovative undergraduate and postgraduate degree programmes.Here is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
statistics,https://warwick.ac.uk/study/postgraduate/courses/statistics,,No score lower than 6.0 in all IELTS fields with a total score of 6.5 minimum.,"Explore our Statistics taught Master's degree.Available as an MSc, Warwick's Statistics course aims to cover topics most relevant to a career as a professional statistician. Your training will open the way to employment in many sectors, including marketing, insurance, banking and pharmaceutical industry. It may also provide the pathway to a research degree (PhD).Explore our Statistics taught Master's degree.2:i undergraduate degree (or equivalent) in Statistics, Mathematics or a science with sufficiently high mathematical content.The MSc degree is awarded subject to satisfactory standard in the dissertation and taught modules. Students who do outstandingly well in both taught modules and the dissertation may be awarded the MSc with Distinction or Merit.Graduates from these courses have gone on to work for employers distributed worldwide including companies such as: Aimia; Thomas Miller; DeLoitte as well as international pharmaceutical industries. Candidates with high distinction marks have gone on to pursue PhD degrees at prestigious universities such as Cambridge, Oxford, Imperial, LSE, etc. or in the US.Founded in October 1972, Warwick Statistics is internationally renowned for wide-ranging research and innovative undergraduate and postgraduate degree programmes.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
supplychainmanagement,https://warwick.ac.uk/study/postgraduate/courses/supplychainmanagement,,"IELTS overall score of 6.5, minimum component scores not below 6.0",Explore our Supply Chain and Logistics Management taught Master's degree.Explore our Supply Chain and Logistics Management taught Master's degree. undergraduate degree (or equivalent) in a relevant subject.Our Postgraduate Research degreesRobe hire for your degree ceremony
,https://warwick.ac.uk/study/postgraduate/courses/sustainableautomotiveelectrification/,,"IELTS overall score of 6.5, minimum component scores not below 6.0","Explore our Sustainable Automotive Electrification taught Master's degree.Explore our Sustainable Automotive Electrification taught Master's degree.This course is designed to be accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council as meeting the requirements for Further Learning for registration as a Chartered Engineer. Candidates must hold a CEng accredited BEng/BSc (Hons) undergraduate first degree to comply with full CEng registration requirements.2:i undergraduate degree (or equivalent) in Engineering, Mathematics, Physics, or Computer Science.Our Postgraduate Research degreesRobe hire for your degree ceremony"
sustainablecropproduction,https://warwick.ac.uk/study/postgraduate/courses/sustainablecropproduction,,"IELTS overall score of 6.5, minimum component scores not below 6.0.",Explore our Sustainable Crop Production taught Master's degree.Explore our Sustainable Crop Production taught Master's degree.Skills from this degree2:ii undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick.
tesolma,https://warwick.ac.uk/study/postgraduate/courses/tesolma,,"IELTS overall score of 6.5, (with 6.5 in writing).","Explore our Teaching English to Speakers of Other Languages taught Master's degree.Explore our Teaching English to Speakers of Other Languages taught Master's degree.Skills from this degreeFor this degree, skills that will be developed include:Mid-point 2:ii undergraduate degree (or equivalent) in a relevant discipline.Robe hire for your degree ceremonyHere is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
theatreresearch,https://warwick.ac.uk/study/postgraduate/courses/theatreresearch,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","Find out more about our Theatre and Performance Studies Master's by Research degree.Our MA by Research in Theatre and Performance Studies offers a unique opportunity to design a bespoke programme of research in a department with a strong international reputation for research excellence. This degree offers the flexibility to undertake a written thesis or a combination of practice as research and written component.Find out more about our Theatre and Performance Studies Master's by Research degree.The degree of an MA by Research in Theatre and Performance studies offers you the opportunity to design a bespoke programme of original and independent research at a leading department in the discipline.The MA by Research is designed to be flexible in terms of the topic and the assessed format you undertake. Subject to the approval of the department, your degree may culminate in a 30,000-40,000 word thesis or a combination of practice as research that may involve performance, curation, writing for performance, translation, applied theatre projects or digital outcome alongside a shorter thesis.As a research student, your closest contact will be with your supervisor, or co-supervisors, who will meet with you regularly to discuss your work. The supervisory relationship is at the heart of your research. Your supervisor(s) are experts in their field who will guide you throughout your degree and will agree upon a programme of reading, research and writing with you. Throughout your degree you will be integrated into the theatre and performance postgraduate community, have opportunities to undertake professional skills training and be encouraged to attend research events and workshops both in the department and the wider university.2:i undergraduate degree (or equivalent) in a related subject.Robe hire for your degree ceremonyOffering academic rigour, practical skills and connections with the industry, this degree has career prospects both within the arts sector and far beyond. You’ll be taught by world-leading academics and cutting-edge theatre practitioners.Here is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
theatremphilphd,https://warwick.ac.uk/study/postgraduate/courses/theatremphilphd,,"IELTS overall score of 7.0, minimum component scores of two at 6.0/6.5 and the rest at 7.0 or above.","The PhD in Theatre and Performance Studies offers a unique opportunity to undertake original and independent research at a leading department in its field, known for its internationalism and innovation. This degree offers the flexibility to undertake a written thesis or a combination of practice as research and written component.This degree provides wide-ranging opportunities for doctoral candidates to engage in the high-quality research of the department including research seminars and conferences, students working groups and an annual postgraduate symposium. 2:i undergraduate degree and a Master’s (or equivalent) in a related subject.Robe hire for your degree ceremonyOffering academic rigour, practical skills and connections with the industry, this degree has career prospects both within the arts sector and far beyond. You’ll be taught by world-leading academics and cutting-edge theatre practitioners.Here is our checklist on how to apply for research postgraduate degrees at the University of Warwick."
